company,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Great Western Bancorp Inc ,0.014546946965205894,0.0,0.006521045191299192,0.01901591499840394,0.011719640658488758,0.00396734917232888,0.0,0.0,0.03388207396598112,0.021250399015002964,0.002736102877468193,0.0,0.00807150348853117,0.0,0.02644899448219253,0.05868940672169276,0.013087692097222854,0.42605681973642195,0.020338364722513567,0.023986501892471153,0.00779789320078435,0.03976469515253773,0.004104154316202289,0.031100369373888458,0.0,0.006247434903552373,0.10880569109398514,0.03515892197546628,0.02941310593278307,0.0,0.023576086460850926,0.0077978932007843485,0.006338638332801313,0.0036937388845820606,0.005882621186556615
Green Dot Corporation,0.013469355224356421,0.012991153263728381,0.018649876464493505,0.006615127122021201,0.02263489280306049,0.03172073005499323,0.0,0.0,0.022953694110145854,0.04678409181477644,0.012991153263728381,0.0,0.02661990914162748,0.0,0.024866501952658004,0.006296325814935841,0.0653542679524986,0.33219096198294407,0.0,0.05347891926356898,0.011158045747987566,0.015302462740097233,0.001992508169283494,0.020403283653462976,0.0,0.004224117318881007,0.017374671236152068,0.004303817645652347,0.01410695783852714,0.0,0.10711723918068061,0.06734677612178207,0.032517733322706625,0.0,0.006535426795249861
Green Plains Inc ,0.019827811114009913,0.0,0.0052178450300026085,0.012783720323506392,0.013566397078006784,0.02078441603617706,0.0,0.0,0.06217931994086442,0.005913557700669624,0.0,0.0,0.0038264196886685794,0.0,0.034002956778850346,0.02078441603617706,0.053135055222193237,0.5261327071919284,0.003913383772501956,0.026524045569179932,0.0,0.017827637185842248,0.006174449952169754,0.00217410209583442,0.0,0.01695799634750848,0.016697104096008348,0.012348899904339506,0.01226193582050613,0.0,0.03982955039568658,0.032524567353682934,0.014609966084007305,0.007218018958170276,0.012783720323506394
Green Plains Partners LP,0.02017429193899782,0.0,0.015076252723311544,0.018649237472766884,0.007668845315904139,0.010065359477124183,0.0,0.0,0.06039215686274509,0.0224400871459695,0.0015250544662309367,0.00065359477124183,0.0023965141612200436,0.0,0.025228758169934643,0.018736383442265792,0.027886710239651405,0.5276252723311555,0.0,0.013943355119825708,0.008583877995642702,0.038169934640522866,0.0040087145969498915,0.007755991285403049,0.0,0.017734204793028324,0.029803921568627448,0.01764705882352941,0.024749455337690632,0.0,0.009411764705882352,0.05799564270152505,0.0027450980392156863,0.0025708061002178645,0.006361655773420479
Greene County Bancorp Inc ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenhill Co Inc ,0.01047436801289153,0.0,0.034645986504179674,0.0275959311108873,0.01994158525531272,0.005640044314633901,0.0,0.0,0.083089938563803,0.08258636317856784,0.0,0.0,0.03132238896162755,0.0,0.011682948937455936,0.005640044314633901,0.07382415147547589,0.42531977036962404,0.0,0.03615671265988519,0.003927888004834324,0.02578305972404069,0.006949340316245342,0.03514956188941485,0.0,0.00382717292778729,0.009165072011280088,0.03313526034847417,0.019639440024171617,0.0,0.003222882465505086,0.00815792124080975,0.0009064356934233055,0.0022157316950347466,0.0
Greenlight Reinsurance Ltd ,0.023945141845932646,0.0,0.02151191727036443,0.0,0.01376983907537466,0.0100647016534867,0.0,0.0,0.0628214344964884,0.0,0.0,0.0,0.003483935187745396,0.0,0.012885030138804402,0.013991041309517227,0.05198252502350275,0.4822208704307918,0.0017696178731405187,0.020793010009401095,0.04285793286512195,0.049659901565005805,0.0013825139633910303,0.017087872587513132,0.0,0.03434164685063319,0.03284853177017087,0.02599126251175137,0.016756069236299288,0.0,0.002377924017032572,0.04042470828955374,0.011281313941270806,0.005751258087706686,0.0
Greif Bros Corporation,0.0,0.0,0.006789524733268671,0.0022631749110895573,0.010884793620002154,0.012609117361784675,0.0,0.003340877249703632,0.021338506304558684,0.0,0.0,0.0,0.004957430757624744,0.0,0.038797284190106696,0.014656751805151417,0.0965621295398211,0.4268778963250348,0.006897294967130078,0.06520099148615151,0.0014010130401982972,0.039336135359413736,0.0,0.007651686604159932,0.0,0.0,0.027696950102381726,0.015949994611488306,0.006681754499407264,0.0,0.0706972734130833,0.03631856881129432,0.05992025002694256,0.014872292272874232,0.008298308007328377
Griffin Industrial Realty Inc ,0.020944402132520943,0.0,0.0,0.021959888296521957,0.012947448591012947,0.021071337903021074,0.0,0.0,0.03338410764153338,0.020055851739020056,0.0,0.0,0.01739020055851739,0.0,0.016374714394516376,0.06461030718456462,0.07311500380807312,0.46014216806296004,0.006600660066006601,0.03376491495303377,0.03871541000253872,0.013962934755013964,0.011931962427011934,0.0,0.0,0.007108403148007108,0.02487941101802488,0.021325209444021328,0.010662604722010662,0.0,0.009266311246509265,0.012439705509012439,0.03655750190403656,0.01078954049251079,0.0
Griffon Corporation,0.007412898443291327,0.0,0.005782060785767235,0.0,0.0,0.029355077835433653,0.0,0.0,0.033951074870274274,0.02609340252038547,0.00770941438102298,0.0,0.008302446256486285,0.0,0.02816901408450704,0.01245366938472943,0.04388435878428465,0.4578206078576721,0.0,0.072646404744255,0.0032616753150481836,0.036471460340993335,0.0,0.004744255003706449,0.0,0.004151223128243143,0.006968124536693847,0.008450704225352114,0.008747220163083765,0.0,0.10570793180133434,0.01838398813936249,0.023869532987398072,0.00385470719051149,0.04180874722016309
Groupon Inc ,0.011192511192511191,0.0020350020350020353,0.006851173517840185,0.00875050875050875,0.01098901098901099,0.042328042328042326,0.0,0.0,0.02448785782119116,0.03635870302536969,0.005155338488671822,0.0,0.0212318545651879,0.0,0.010175010175010175,0.0028490028490028487,0.05352055352055354,0.46852530185863495,0.01010717677384344,0.015466015466015465,0.0022385022385022386,0.042395875729209075,0.002170668837335504,0.0038665038665038664,0.0,0.008207841541174874,0.016280016280016282,0.03072853072853073,0.029168362501695837,0.0,0.04850088183421518,0.03751187084520417,0.007936507936507936,0.026115859449192782,0.014855514855514857
GrubHub Inc ,0.01156590927733574,0.004101386268558773,0.007382495283405791,0.03879911410056598,0.032729062423099003,0.017800016405545075,0.0,0.0,0.021163153145763267,0.05085718973012878,0.007382495283405791,0.0,0.021081125420392095,0.0,0.017553933229431547,0.01156590927733574,0.12123697809859732,0.41711098351242737,0.028627676154540233,0.0054138298744975805,0.009351160692314002,0.015093101468296283,0.005331802149126405,0.0033631367402181937,0.0,0.005249774423755229,0.0,0.01730785005331802,0.04199819539004182,0.0,0.042490361742268876,0.01862029365925683,0.008448855713231073,0.015503240095152162,0.002870970387991141
Guaranty Bancorp,0.005939481499317762,0.0,0.004334216229231881,0.006661850870856409,0.013243438478208523,0.002889477486154587,0.0,0.0,0.06878561682318003,0.04446584798137892,0.0,0.0,0.01862107713299623,0.0,0.026406613692912754,0.06292639858736657,0.03876715627257405,0.4057307970142074,0.0024078979051288226,0.041736897022232926,0.013885544586242877,0.02568424432137411,0.0033710570671803518,0.03756320732000964,0.0,0.0021671081146159405,0.05851191909463039,0.02656714021992134,0.018540813869491933,0.0,0.0257645075848784,0.009390801830002408,0.01733686491692752,0.013082911951199936,0.005217112127779115
Guaranty Bancshares Inc ,0.007049647517624118,0.0008499575021248938,0.005499725013749313,0.02189890505474726,0.012249387530623468,0.012549372531373431,0.000599970001499925,0.0,0.05889705514724264,0.04689765511724414,0.003799810009499525,0.0,0.0095995200239988,0.0,0.03374831258437078,0.05589720513974302,0.030198490075496225,0.3879806009699518,0.013399330033498325,0.00919954002299885,0.016749162541872906,0.015149242537873107,0.007849607519624019,0.02534873256337183,0.0,0.012999350032498375,0.1288935553222339,0.026398680065996702,0.011149442527873607,0.0,0.02069896505174741,0.007449627518624069,0.0042497875106244695,0.004099795010249488,0.008649567521623918
Guaranty Federal Bancshares Inc ,0.031809371793410104,0.0,0.012655341466195418,0.017443849047999088,0.013453426063162695,0.0,0.0,0.0,0.05290160757040246,0.049823281267814386,0.0,0.0,0.014137498574848934,0.0,0.05153346254702998,0.06088245354007526,0.05198951088815416,0.3229962376011856,0.005016531752365751,0.02793296089385475,0.007410785543267587,0.02861703340554099,0.01573366776878349,0.022574392885645878,0.0,0.01014707559001254,0.07216964998289818,0.030897275111161783,0.03135332345228594,0.0,0.016873788621593888,0.01584767985406453,0.027818948808573704,0.007980845969672785,0.0
Guess Inc ,0.0,0.0,0.010019314340898117,0.003380009657170449,0.01134717527764365,0.029212940608401742,0.0,0.0,0.002655721873491067,0.017141477547078704,0.0015692901979719941,0.0,0.01521004345726702,0.0,0.017624336069531624,0.012675036214389184,0.07484307098020279,0.42853693867696785,0.021487204249154998,0.08944954128440366,0.0020521487204249156,0.008812168034765814,0.0,0.013761467889908256,0.0,0.005190729116368904,0.03802510864316755,0.018227909222597777,0.009657170449058426,0.0,0.07291163689039114,0.06615161757605022,0.012433606953162724,0.008570738773539352,0.009053597295992274
Guidewire Software Inc ,0.011531365313653136,0.008244926199261992,0.017931273062730627,0.017700645756457564,0.030442804428044288,0.00841789667896679,0.0,0.0,0.030904059040590407,0.025253690036900367,0.016835793357933577,0.0,0.024100553505535055,0.0,0.024158210332103323,0.012915129151291511,0.08348708487084869,0.33642758302583037,0.024504151291512913,0.007726014760147601,0.014125922509225092,0.03228782287822878,0.009801660516605167,0.0020756457564575647,0.0,0.020468173431734318,0.01066651291512915,0.020698800738007377,0.015048431734317344,0.0,0.125864852398524,0.005823339483394834,0.038399446494464945,0.007668357933579335,0.016489852398523984
Gulf Island Fabrication Inc ,0.023538642604943115,0.0,0.00915391656858899,0.0,0.007584673728259448,0.0308617758598143,0.0,0.0,0.07950830391003008,0.0,0.0,0.0,0.011638551065777429,0.0,0.03138485680659082,0.023800183078331368,0.042631097162285865,0.5812737021054006,0.0,0.043677259055838885,0.0,0.022230940238001828,0.0022230940238001833,0.0061462011246240355,0.0,0.0,0.014515496273048253,0.030469465149731915,0.006538511834706421,0.0,0.003923107100823852,0.0036615666274355954,0.008630835621812476,0.016607820060154307,0.0
GulfMark Offshore Inc ,0.012490869247626005,0.0,0.008546384222059897,0.011833455076698321,0.016070124178232288,0.010080350620891161,0.0,0.0,0.05522279035792548,0.025858290723155593,0.0,0.0,0.0030679327976625274,0.0,0.020160701241782323,0.015485756026296565,0.06588750913075238,0.43805697589481324,0.0016070124178232286,0.020087655222790355,0.01095690284879474,0.03440467494521549,0.004382761139517896,0.00547845142439737,0.0,0.03973703433162892,0.07078159240321402,0.037983929875821776,0.009349890430971512,0.0,0.0005843681519357195,0.06647187728268811,0.01241782322863404,0.0029948867786705625,0.0
Gulfport Energy Corporation,0.007654161276412247,0.0,0.02603492884864166,0.006360500215610177,0.015577835273824924,0.020429064251832687,0.0,0.0,0.06414402759810262,0.02986200948684778,0.0,0.0,0.0012397585166019835,0.0,0.019836136265631736,0.02393272962483829,0.04490081931867184,0.48733290211297947,0.006090987494609746,0.032395429064251836,0.0,0.06603061664510565,0.0,0.013799051315222079,0.0,0.004743423889607589,0.0325571366968521,0.030508840017248812,0.0086244070720138,0.0,0.001994394135403191,0.01865028029322984,0.028029322984044848,0.009271237602414833,0.0
Gyrodyne LLC,0.05003335557038025,0.0,0.0,0.030153435623749166,0.0,0.002535023348899266,0.0,0.0,0.03682454969979987,0.012541694462975317,0.0,0.0,0.0,0.0,0.027218145430286857,0.038292194796531016,0.03322214809873249,0.6236157438292196,0.007871914609739827,0.005470313542361574,0.011741160773849233,0.01654436290860574,0.0,0.0,0.0,0.012408272181454303,0.006404269513008673,0.029486324216144097,0.0,0.0,0.0,0.03348899266177451,0.01734489659773182,0.004803202134756504,0.0
H B Fuller Company,0.008409418548774628,0.003363767419509851,0.015377222489187891,0.0,0.0064872657376261415,0.01201345506967804,0.0,0.0,0.04084574723690533,0.0,0.010091302258529554,0.0,0.01201345506967804,0.0,0.023306102835175396,0.006967803940413263,0.04661220567035079,0.45530994714079775,0.02378664103796252,0.016578567996155695,0.0,0.021624219125420473,0.0,0.0,0.0,0.013214800576645844,0.033637674195098506,0.019942335415665546,0.0,0.0,0.08049014896684287,0.0862566074002883,0.019461797212878426,0.017059106198942815,0.02715040845747237
H E Equipment Services Inc ,0.012844729882886286,0.0,0.0054149351467069635,0.01939302354867145,0.01914116609998741,0.04420098224404986,0.0,0.0,0.08286110061705076,0.005666792595391008,0.0,0.0,0.012215086261176174,0.0,0.0556604961591739,0.03714897368089661,0.05339377912101751,0.45044704697141436,0.0,0.034252613021030096,0.008689081979599547,0.02279309910590606,0.0,0.005037148973680896,0.0,0.0037778617302606727,0.05792721319733031,0.009822440498677747,0.015615161818410779,0.0,0.013726230953280443,0.009948369223019771,0.015867019267094825,0.0013852159677622466,0.0027704319355244932
H R Block Inc ,0.005608898184238045,0.0,0.003707576765852267,0.0,0.009126342808251735,0.0038026428367715563,0.0,0.0,0.009981937446525334,0.013119117786861867,0.007129955318946668,0.0,0.011502994581233958,0.0,0.040022815857020624,0.0,0.042114269417244984,0.38035934974807467,0.017587223120068447,0.10038977089076906,0.01045726780112178,0.04354026048103432,0.0,0.010172069588363914,0.0,0.007225021389865957,0.015115505276166938,0.01464017492157049,0.038691890864150584,0.0,0.030040878410495298,0.14183857781157908,0.0,0.038501758722312006,0.005323699971480179
HC2 Holdings Inc ,0.009122135255363477,0.0012106537530266344,0.007658088856354524,0.005349400304071175,0.0088124331324962,0.011768680668956585,0.0,0.0009572611070443155,0.04882031645926008,0.0212568275240723,0.004898924488991497,0.0,0.010192015316177711,0.0,0.030857593332957938,0.03533419674531224,0.03387015034630328,0.48651388028605197,0.001323272706796554,0.0495241849203221,0.008136719409876682,0.057125964299791644,0.0072920772566022855,0.009966777408637873,0.0,0.001970831690973591,0.04530097415395012,0.027084858381665636,0.01078326482346979,0.0,0.011768680668956586,0.011543442761416747,0.03122360493271017,0.004927079227433977,0.005405709780956135
HCI Group Inc ,0.019250382457929625,0.0,0.0,0.0,0.01236613972463029,0.010963793982661906,0.0,0.0,0.05328913819479857,0.0,0.0,0.0,0.005226925038245792,0.0,0.038755736868944415,0.018740438551759307,0.061575726670066284,0.4620091789903111,0.0,0.04321774604793473,0.005991840897501275,0.04563997960224376,0.002422233554309026,0.028556858745537986,0.0,0.0038245792962774095,0.06476287608363081,0.04258031616522182,0.012111167771545129,0.0,0.014278429372768995,0.0,0.03760836308006119,0.015043345232024479,0.0017848036715961244
HCP Inc ,0.011531333653648158,0.0,0.0014414167067060197,0.0075502779875077225,0.013247305923536274,0.0036378612121628117,0.0,0.0,0.05717619603267211,0.018257944951609584,0.0,0.0,0.0028828334134120394,0.0,0.03418216761617132,0.05690164046949,0.05642116823392135,0.40352803898689016,0.0196993616583156,0.02127805614661267,0.01345322259592285,0.05244011256778092,0.004598805683300158,0.017708833825245383,0.0073443613151211486,0.010089916946942137,0.025327750703548632,0.027249639645823324,0.006589333516370375,0.004255611229322534,0.006863889079552475,0.03184844532912348,0.06548150181893062,0.019012972750360357,0.0
HD Supply Holdings Inc ,0.014228033070563351,0.0,0.01486893546112927,0.016791642632827022,0.011023521117733769,0.04524770877395373,0.0,0.0,0.052682176504518355,0.03339101454848427,0.006793565339998718,0.0,0.011984874703582643,0.0,0.029737870922258536,0.032557841440748574,0.05832211754149842,0.33493558930974837,0.01704800358905339,0.032942382875088126,0.015509837851695189,0.03383964622188041,0.003781324104338909,0.008075370121130552,0.0,0.004486316733961417,0.04383772351470871,0.016471191437544063,0.00878036275075306,0.0,0.10113439723130167,0.015894379286034738,0.015445747612638595,0.004486316733961417,0.01570210856886496
HF Foods Group Inc ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMN Financial Inc ,0.021730103806228376,0.0,0.03432525951557094,0.010380622837370242,0.0,0.016608996539792385,0.0,0.0,0.040276816608996534,0.12304498269896195,0.0,0.0,0.0017993079584775087,0.0,0.0386159169550173,0.08719723183391001,0.04124567474048443,0.410934256055363,0.0,0.009411764705882352,0.004013840830449827,0.004152249134948097,0.0,0.024083044982698965,0.0,0.021314878892733563,0.06034602076124568,0.006366782006920415,0.01314878892733564,0.0,0.011487889273356401,0.0,0.01411764705882353,0.005397923875432526,0.0
HMS Holdings Corp,0.01530612244897959,0.0,0.011346329576606763,0.02040816326530612,0.0185805665549802,0.006929637526652452,0.0,0.0,0.018047517514468474,0.016219920804142553,0.004492841912884557,0.0,0.02490100517819068,0.0,0.05071580871154432,0.004949741090466037,0.02886079805056351,0.42103259214133437,0.02002741395065489,0.013554675601583917,0.00464514163874505,0.08071885470606155,0.0,0.008452634785257387,0.0,0.008224185196466647,0.13318611026500152,0.01256472738349071,0.038531830642704844,0.0,0.01347852573865367,0.019494364910143162,0.0,0.005330490405117271,0.0
HNI Corporation,0.014127764127764128,0.010647010647010647,0.0,0.022317772317772315,0.0,0.05937755937755938,0.0,0.0,0.04074529074529075,0.013308763308763308,0.040335790335790336,0.0,0.0085995085995086,0.0,0.043202293202293206,0.016175266175266174,0.08906633906633905,0.36445536445536425,0.03746928746928747,0.013923013923013924,0.0,0.05896805896805897,0.0,0.0,0.0,0.010647010647010647,0.0,0.020065520065520065,0.0,0.0,0.10913185913185913,0.0022522522522522522,0.005733005733005733,0.0,0.01945126945126945
HP Inc ,0.004154804954989613,0.0,0.008617373239978457,0.00423174578748942,0.01338770485496653,0.0020004616449949986,0.0,0.0,0.010156189889974609,0.010002308224974993,0.01754250980995614,0.0,0.041086404554897274,0.0,0.01692698314995768,0.015618988997460951,0.09902285142725244,0.3273063014541818,0.03377702546741556,0.004539509117488651,0.00261598830499346,0.05939832268985151,0.0,0.006924674924982688,0.0,0.012156651534969608,0.01731168731245672,0.018773563129953062,0.03570054627991075,0.0,0.12926059859967684,0.040086173732399796,0.0413172270523967,0.0,0.02808340386242979
HTG Molecular Diagnostics Inc ,0.011011725796752858,0.01694978953698136,0.018415514131088398,0.013003607937462417,0.014544497895369813,0.032471437161755864,0.005674984966927241,0.0,0.024616656644618158,0.03675586289837643,0.017212868310282625,0.0,0.012515033072760076,0.0,0.014882742032471438,0.0046602525556223694,0.03397474443776308,0.32024203247143745,0.01522098616957306,0.011913710162357186,0.008568851473241131,0.03656794948887553,0.006840048105832833,0.06599518941671678,0.004096512327119663,0.010673481659651233,0.006802465423932653,0.008869512928442572,0.032170775706554425,0.012928442573662059,0.1357486470234516,0.0166867107636801,0.010673481659651233,0.007704449789536981,0.031607035478051715
HV Bancorp Inc ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haemonetics Corporation,0.0,0.005509641873278237,0.003881793137991485,0.01252191334835963,0.014650638617580765,0.009516654144753318,0.0,0.0,0.03193087903831706,0.022414224893563733,0.006010518407212622,0.0,0.006260956674179814,0.0,0.010017530678687703,0.011895817680941646,0.0503380916604057,0.3285750062609569,0.014901076884547958,0.0304282494365139,0.0,0.023415977961432504,0.0,0.09629351364888557,0.011520160280490858,0.004758327072376659,0.09278737791134485,0.013899323816679188,0.022789882294014525,0.0,0.07738542449286251,0.043451039318807914,0.020035061357375407,0.0,0.03481091910843977
Halcon Resources Corporation,0.009062075215224286,0.0,0.006796556411418214,0.010602628001812416,0.014771182600815587,0.016039873130946986,0.0,0.0,0.07430901676483914,0.024558223833257814,0.0,0.0,0.0,0.0,0.010240144993203444,0.02129587675577707,0.051835070231082914,0.5378341640235624,0.0,0.0247394653375623,0.002899864068871772,0.06905301314000906,0.009968282736746716,0.009424558223833257,0.0,0.0020842772995015857,0.04304485727231536,0.0336202990484821,0.0107838695061169,0.0,0.0023561395559583143,0.009787041232442228,0.0012686905301314,0.0036248300860897142,0.0
Hallador Energy Company,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.0,0.0,0.048042468480424684,0.0,0.0023888520238885204,0.0,0.0034505640345056402,0.0,0.015394824153948241,0.0057067020570670205,0.10298606502986064,0.621101526211016,0.00106171201061712,0.010086264100862642,0.006768414067684141,0.02733908427339084,0.00291970802919708,0.00849369608493696,0.0,0.013271400132714002,0.0444591904445919,0.00504313205043132,0.008626410086264101,0.0,0.0205706702057067,0.012873258128732582,0.020039814200398142,0.004777704047777041,0.0
Hallmark Financial Services Inc ,0.04032630444820687,0.0,0.03632445744189626,0.0,0.019547483453901802,0.0027705094659073418,0.0,0.0,0.017084808373095277,0.004001847006310605,0.0,0.0,0.026012005541018932,0.0,0.04448206864706788,0.039248884100354015,0.0447899030321687,0.5030013852547329,0.003386178236108973,0.021394489764506697,0.023549330460212407,0.05279359704478991,0.0036940126212097893,0.02693550869632138,0.0,0.0,0.010620286285978144,0.026935508696321376,0.0,0.0,0.015545636447591195,0.0,0.034477451131291366,0.0030783438510081575,0.0
Halozyme Therapeutics Inc ,0.00922122558470953,0.04535166401207143,0.0,0.01592757146449828,0.024897309078715735,0.010562494760667281,0.01735266996395339,0.0,0.037723195573811714,0.004945930086344204,0.012490569201106546,0.0,0.0061195406153072346,0.0,0.01869393913991114,0.00402380752787325,0.018526280492916422,0.20387291474557798,0.005365076703831,0.03328024142845167,0.0010059518819683126,0.04493251739458462,0.0036884902338838125,0.10587643557716489,0.0241428451672395,0.013245033112582783,0.0,0.011400787995640876,0.04585463995305559,0.036717243691843406,0.05750691591918853,0.0018442451169419062,0.013496521083074859,0.0,0.17193394249308405
Hamilton Bancorp Inc ,0.003433148960518787,0.0,0.005149723440778181,0.0,0.007057028418844173,0.011634560366202557,0.0,0.0,0.0038146099561319857,0.008582872401296968,0.0,0.0,0.004958992942971581,0.0,0.03127980164028228,0.1636467671180622,0.06542056074766354,0.4386801449551785,0.008392141903490368,0.012206751859622354,0.022506198741178717,0.038146099561319854,0.0,0.03414075910738127,0.0,0.0,0.03700171657448026,0.027465191684150295,0.047110432958230024,0.0,0.013160404348655352,0.012397482357428952,0.0,0.0038146099561319857,0.0
Hamilton Lane Incorporated,0.016573696631624116,0.0,0.007991847243080885,0.013301866552242008,0.010137309590216692,0.01394550525638275,0.0,0.0,0.04575198455267109,0.07214117142244152,0.0,0.0,0.001126367732246299,0.0,0.010030036472859901,0.014213688049774726,0.03845741257240935,0.3962668955159843,0.0,0.02258099120360438,0.03953014374597725,0.050901094185797045,0.013087320317528427,0.01796824715726239,0.0,0.014481870843166702,0.056050203818922985,0.030143745977258093,0.008742759064578417,0.0,0.001126367732246299,0.09466852606736752,0.003808195666166059,0.006972752628191375,0.0
Hancock Whitney Corporation,0.020801062181898654,0.0,0.002876742642177473,0.018588183226377515,0.009736667404292985,0.007191856605443683,0.0,0.0,0.03606992697499447,0.04635981411816773,0.0,0.0,0.01449435715866342,0.0,0.012060190307590176,0.05642841336578889,0.05344102677583536,0.38935605222394315,0.0,0.01814560743527329,0.026554547466253596,0.05731356494799735,0.0,0.022018145607435275,0.0,0.026001327727373312,0.04879398096924098,0.017039167957512723,0.04005310909493251,0.0,0.020026554547466255,0.006085417127683116,0.02412038061518035,0.02644390351847754,0.0
Hanesbrands Inc ,0.009947468425170448,0.0013412316977757907,0.005364926791103163,0.010729853582206326,0.024701017100704145,0.014194702134793786,0.0,0.0,0.023471554711076342,0.004470772325919302,0.021124399239968707,0.0,0.0,0.0,0.03408963898513468,0.018553705152565103,0.0557728847658433,0.3819157259416563,0.0024589247792556166,0.07879736224432769,0.006706158488878954,0.02704817257181178,0.002235386162959651,0.010618084274058344,0.0,0.015535933832569576,0.029171789426623452,0.0096121605007265,0.014082932826645803,0.0,0.07801497708729183,0.06974404828434111,0.03453671621772661,0.0034648485525874593,0.012294623896278082
Hanger Inc ,0.00760233918128655,0.0,0.0,0.016569200779727098,0.015789473684210527,0.007309941520467836,0.0,0.0,0.03167641325536062,0.04132553606237816,0.006920077972709552,0.0,0.0031189083820662767,0.0,0.02446393762183236,0.01364522417153996,0.07534113060428849,0.4125730994152044,0.015399610136452243,0.025828460038986353,0.01871345029239766,0.06832358674463938,0.012475633528265107,0.009941520467836256,0.01617933723196881,0.00682261208576998,0.04629629629629629,0.004580896686159844,0.009844054580896686,0.0,0.034600389863547756,0.04230019493177388,0.030116959064327486,0.0022417153996101362,0.0
Hanmi Financial Corporation,0.015436502788947985,0.0,0.0,0.023997924503826696,0.02503567259047866,0.018290310027240887,0.0014269036191464522,0.0,0.056038396679206126,0.04566091581268647,0.0,0.0,0.0018160591516409392,0.0,0.021144117265533793,0.028797509404592036,0.057595018809184065,0.4121157089116615,0.013879880658970035,0.017122843429757426,0.014658191723959008,0.022571020884680243,0.0012971851083149566,0.012971851083149565,0.0,0.007523673628226747,0.07679335841224542,0.02477623556881567,0.038656116227785704,0.0,0.003761836814113374,0.015566221299779479,0.022830457906343235,0.02023608768971332,0.0
Hannon Armstrong Sustainable Infrastructure Capital Inc ,0.015121037663869047,0.0,0.01009225220226122,0.016369563709509607,0.0009017132551848513,0.0319067767219255,0.0,0.0,0.055073871124367076,0.03377956579038635,0.00606922383297496,0.0,0.004959422903516681,0.0,0.019907054172157868,0.055108552403412635,0.0451550253173337,0.4171464243601296,0.01928279114933759,0.02053131719497815,0.026982035097454393,0.05469237705486579,0.005895817437747104,0.005167510577790109,0.0,0.02826524242214053,0.028161198585003815,0.026496497190816398,0.01304016092113477,0.0,0.0011098009294582783,0.04182562252895887,0.013629742664909482,0.003329402788374835,0.0
HarborOne Bancorp Inc ,0.0,0.0,0.03730496453900709,0.0,0.0045390070921985815,0.023971631205673756,0.0,0.0,0.06170212765957447,0.0,0.0,0.0,0.008085106382978723,0.0,0.014184397163120567,0.06085106382978723,0.05234042553191489,0.5245390070921987,0.0,0.021134751773049645,0.03078014184397163,0.017872340425531916,0.009787234042553192,0.021134751773049645,0.0,0.0,0.019716312056737587,0.0225531914893617,0.006950354609929078,0.0,0.010496453900709218,0.02042553191489362,0.014893617021276596,0.016737588652482267,0.0
Harley Davidson Inc ,0.0,0.0,0.0,0.0,0.012181616832779622,0.005537098560354375,0.0,0.0,0.017718715393133997,0.0027685492801771874,0.0,0.0,0.02879291251384275,0.0,0.03875968992248062,0.006782945736434108,0.04789590254706533,0.4730066445182725,0.0049833887043189366,0.07724252491694351,0.005675526024363234,0.04471207087486158,0.003183831672203765,0.0340531561461794,0.0,0.0,0.0048449612403100775,0.017580287929125138,0.019933554817275746,0.0,0.07585825027685493,0.024363233665559248,0.010243632336655593,0.012181616832779624,0.031699889258028795
Harmonic Inc ,0.005094416519494634,0.008218991984784676,0.013992664040211928,0.011683195218041027,0.02397772041842141,0.08714848526015484,0.0,0.0,0.04584974867545171,0.03613639451161527,0.013245482950686047,0.0,0.037155277815514184,0.0,0.014332291808178237,0.005637820948240728,0.051080016302132866,0.3123896209754107,0.004754788751528325,0.029072136937916045,0.011751120771634288,0.04578182312185844,0.01107186523570167,0.0069284064665127015,0.0,0.0038717565548159216,0.0,0.008558619752750985,0.010052981931802745,0.0,0.12579812525472087,0.041230811031109905,0.006860480912919441,0.007132183127292488,0.021192772721097677
